Circuit,Position,Hellinger,Jensen-Shannon,Mode
qaoa_indep_3_mqt.py,52,0.1068670233362451,0.10662991355881919,Dynamic T1
pe_3_mqt.py,53,0.1298501034154898,0.12781893993244847,Dynamic T1
qwalk-v-chain_5_mqt.py,54,0.09176557173991544,0.09158778553937519,Dynamic T1
vqe_indep_3_mqt.py,55,0.08109313937090668,0.08072900331682566,Dynamic T1
vqe_indep_4_mqt.py,56,0.11769281202260164,0.11543614944351517,Dynamic T1
qaoa_indep_5_mqt.py,57,0.10102995150965484,0.1006789771927169,Dynamic T1
bv_2_vq.py,58,0.05718445339831755,0.05634609525858894,Dynamic T1
qaoa_indep_4_mqt.py,59,0.17351856188639586,0.17200145249219434,Dynamic T1
vqe_indep_5_mqt.py,60,0.1032772879129215,0.10167656931167336,Dynamic T1
qaoa_indep_4_mqt.py,61,0.13741215295836925,0.13669579829579767,Dynamic T1
adder_n10_vq.py,62,0.25571134187225064,0.2378691498696984,Dynamic T1
vqe_indep_3_mqt.py,63,0.10154608878338676,0.10075594367222507,Dynamic T1
vqe_indep_5_mqt.py,64,0.1342251847756311,0.13104533085001105,Dynamic T1
dj_indep_5_mqt.py,65,0.08748748925019391,0.08639872304870201,Dynamic T1
dj_indep_5_mqt.py,66,0.6194736108170061,0.5858361026442013,Dynamic T1
adder_n7_vq.py,67,0.15107202157220703,0.14455015079019076,Dynamic T1
dj_indep_7_mqt.py,68,0.2845224236988151,0.2791892684565102,Dynamic T1
adder_n10_vq.py,69,0.23663221285702432,0.21765163243253755,Dynamic T1
adder_n4_vq.py,70,0.06733559817050626,0.06674629998665702,Dynamic T1
grover_3_vq.py,71,0.07941906054339568,0.07900739322208948,Dynamic T1
grover-v-chain_3_mqt.py,72,0.0979403835591891,0.09699106557951788,Dynamic T1
bv_5_vq.py,73,0.2106340285857933,0.2051881050522963,Dynamic T1
pe_4_mqt.py,74,0.2082708265334088,0.20387675705291786,Dynamic T1
pe_2_vq.py,75,0.1077160051799139,0.10656126506788528,Dynamic T1
shor_mod15_mqt.py,76,0.09210944266628182,0.09113722323456956,Dynamic T1
dj_indep_4_mqt.py,77,0.10392887985131143,0.10298188581423438,Dynamic T1
bv_3_vq.py,78,0.03905159807185875,0.03894217686100024,Dynamic T1
qft_2_mqt.py,79,0.09919569605149417,0.09910149661071048,Dynamic T1
adder_n7_vq.py,80,0.11515233775395366,0.1082355178589346,Dynamic T1
qft_7_vq.py,81,0.1458904954799276,0.14523188732832906,Dynamic T1
pe_5_vq.py,82,0.10975358739554486,0.10908818680125995,Dynamic T1
pe_5_mqt.py,83,0.22900786020022618,0.22410743429074348,Dynamic T1
kickback_7_vq.py,84,0.00821304523734357,0.008212999045053187,Dynamic T1
bv_4_vq.py,85,0.09435158846874389,0.0938229347467441,Dynamic T1
pe_3_mqt.py,86,0.1574461926685722,0.15495615687121383,Dynamic T1
pe_6_vq.py,87,0.18537137504920626,0.18304989521070825,Dynamic T1
qft_6_mqt.py,88,0.14808609547203835,0.14751149280400472,Dynamic T1
bv_9_vq.py,89,0.3807718231382043,0.3514457347296646,Dynamic T1
grover-noancilla_4_mqt.py,90,0.12278615620316942,0.1223846326882795,Dynamic T1
pe_6_mqt.py,91,0.201831195382202,0.19911899434951277,Dynamic T1
qft_4_mqt.py,92,0.16842353878712435,0.16767779036097114,Dynamic T1
qft_3_vq.py,93,0.13737486192454076,0.13681196421874492,Dynamic T1
grover_7_vq.py,94,0.1141248029590498,0.1134990944410972,Dynamic T1
pe_7_mqt.py,95,0.17198276728383172,0.17064558445523775,Dynamic T1
qft_3_mqt.py,96,0.09659271864630038,0.09645990798881346,Dynamic T1
grover-noancilla_3_mqt.py,97,0.1065522606905839,0.1053408881211312,Dynamic T1
grover_9_vq.py,98,0.19110612029964516,0.1817562991805614,Dynamic T1
pe_7_mqt.py,99,0.2738602659445966,0.2701661463134679,Dynamic T1
grover-v-chain_4_mqt.py,100,0.25248765934103806,0.2503601842728131,Dynamic T1
